host_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month,host_sinceyear,property_type_Hotel,room_type_Private room,price
2.0,43.77436,11.23087,4,1.0,1.0,0.0,0.0,2,15.0,1,17,47,257,16,3,99.0,0.44,2015.0,0,0,80.0
11.0,43.77256,11.25603,3,1.0,1.0,0.0,40.0,2,20.0,3,24,54,294,108,25,92.0,2.92,2013.0,0,0,90.0
11.0,43.77218,11.255999999999998,5,2.0,2.0,0.0,50.0,4,30.0,5,24,54,322,91,34,95.0,2.48,2013.0,0,0,170.0
1.0,43.77302,11.26964,4,1.0,1.0,100.0,35.0,2,15.0,4,24,54,329,176,71,96.0,5.62,2015.0,0,0,80.0
11.0,43.77121,11.25749,5,2.0,2.0,100.0,40.0,2,25.0,2,25,55,322,62,13,94.0,1.68,2013.0,0,0,90.0
11.0,43.77066,11.25604,2,1.0,1.0,0.0,50.0,1,0.0,14,44,74,349,48,19,86.0,1.3,2013.0,0,0,85.0
3.0,43.76961,11.26112,4,1.5,2.0,200.0,35.0,1,0.0,9,35,65,246,176,53,95.0,4.75,2014.0,0,0,126.0
1.0,43.76889,11.26516,4,1.0,1.0,150.0,75.0,1,8.0,2,18,31,226,119,45,98.0,3.2,2016.0,0,0,69.0
2.0,43.77222,11.25239,2,1.0,1.0,0.0,25.0,2,0.0,2,20,29,29,212,58,92.0,5.59,2015.0,0,0,39.0
2.0,43.76025,11.27593,2,1.0,0.0,0.0,30.0,1,0.0,9,39,59,258,50,23,92.0,1.34,2014.0,0,0,50.0
1.0,43.7735,11.24912,4,1.0,1.0,300.0,40.0,2,20.0,6,30,60,320,107,37,99.0,2.95,2016.0,0,0,83.0
7.0,43.76835,11.25596,5,1.0,1.0,150.0,50.0,2,20.0,12,38,68,336,146,52,93.0,3.97,2015.0,0,0,85.0
11.0,43.77374,11.26264,6,1.0,2.0,0.0,75.0,4,0.0,5,19,43,232,100,35,97.0,2.66,2015.0,0,0,125.0
1.0,43.77685,11.23916,4,2.0,2.0,0.0,54.0,2,18.0,18,48,78,169,66,14,100.0,1.79,2015.0,0,0,153.0
5.0,43.7666,11.25179,5,1.0,1.0,0.0,40.0,4,5.0,11,30,55,315,30,11,99.0,0.9,2015.0,0,0,55.0
5.0,43.77965,11.2378,2,1.0,1.0,0.0,6.0,2,0.0,21,51,81,82,157,35,91.0,4.18,2016.0,0,1,42.0
1.0,43.77638,11.26914,2,1.0,1.0,93.0,20.0,1,0.0,20,50,80,355,110,25,99.0,2.98,2010.0,0,0,85.0
7.0,43.77212,11.28033,2,1.0,1.0,0.0,35.0,2,13.0,21,49,79,352,32,11,98.0,0.86,2014.0,0,0,50.0
1.0,43.76331,11.28295,6,2.0,3.0,0.0,90.0,2,10.0,13,43,73,344,122,39,86.0,3.31,2016.0,0,0,250.0
2.0,43.79441,11.24536,3,1.0,2.0,150.0,60.0,2,10.0,29,59,68,242,10,3,88.0,0.28,2016.0,0,0,80.0
6.0,43.77526,11.25219,3,1.0,1.0,150.0,25.0,2,15.0,3,24,54,94,168,71,99.0,4.88,2016.0,0,0,142.0
1.0,43.76497,11.26051,2,1.0,1.0,100.0,20.0,1,0.0,13,43,48,314,147,40,89.0,3.93,2016.0,0,0,35.0
1.0,43.76227,11.20797,4,1.0,1.0,0.0,30.0,1,0.0,20,50,80,348,83,17,95.0,2.21,2016.0,0,0,35.0
1.0,43.77499,11.24059,2,1.0,1.0,0.0,0.0,1,20.0,1,18,45,308,367,114,94.0,9.84,2016.0,0,0,52.0
18.0,43.7719,11.26103,2,1.0,1.0,0.0,19.0,1,0.0,3,25,55,182,148,27,92.0,3.93,2013.0,0,0,69.0
4.0,43.77005,11.25853,2,1.0,1.0,100.0,35.0,1,15.0,7,37,67,338,105,32,91.0,2.88,2015.0,0,0,59.0
183.0,43.76871,11.26894,6,2.0,2.0,0.0,75.0,1,0.0,0,0,0,236,55,8,85.0,1.48,2014.0,0,0,90.0
183.0,43.77118,11.26037,6,2.5,2.0,0.0,90.0,4,0.0,17,45,75,308,9,3,98.0,0.25,2014.0,0,0,160.0
2.0,43.77067,11.26957,4,1.5,2.0,200.0,50.0,1,0.0,0,20,35,298,35,16,94.0,1.17,2014.0,0,0,118.0
7.0,43.7725,11.23315,5,1.0,2.0,200.0,60.0,1,0.0,1,1,1,84,43,14,94.0,1.6,2014.0,0,0,60.0
81.0,43.76752000000001,11.25295,4,1.0,1.0,90.0,50.0,1,0.0,13,43,73,73,122,43,93.0,3.3,2011.0,0,0,92.0
81.0,43.76717,11.25041,4,1.0,1.0,90.0,47.0,1,0.0,15,40,70,71,100,35,86.0,2.7,2011.0,0,0,62.0
5.0,43.77396,11.26872,11,2.0,4.0,0.0,70.0,4,20.0,5,30,58,311,116,35,90.0,3.14,2013.0,0,0,140.0
25.0,43.77397,11.25969,4,2.0,2.0,250.0,50.0,2,30.0,30,60,90,365,7,2,77.0,0.2,2012.0,0,0,100.0
1.0,43.80413,11.23903,2,1.0,1.0,0.0,35.0,1,0.0,0,21,48,323,5,1,92.0,0.14,2014.0,0,0,42.0
3.0,43.77433,11.25208,5,1.5,1.0,0.0,50.0,4,10.0,17,47,77,345,7,0,94.0,0.24,2016.0,0,0,115.0
1.0,43.76872,11.26567,3,1.0,2.0,0.0,25.0,2,15.0,9,34,64,331,51,15,94.0,1.38,2016.0,0,0,60.0
3.0,43.77599,11.25046,2,1.0,1.0,0.0,30.0,2,30.0,15,45,75,343,4,1,87.0,0.14,2016.0,0,1,65.0
1.0,43.77486,11.26239,3,1.0,1.0,150.0,25.0,2,15.0,1,13,43,135,212,74,99.0,6.6,2016.0,0,0,90.0
2.0,43.77975,11.21253,6,2.0,3.0,0.0,35.0,1,20.0,27,57,87,362,7,2,93.0,0.2,2014.0,0,0,100.0
14.0,43.77293,11.25688,4,1.0,1.0,0.0,30.0,2,20.0,6,23,51,208,166,32,97.0,4.48,2011.0,0,0,50.0
6.0,43.77529000000001,11.246,2,1.0,1.0,150.0,20.0,1,8.0,9,14,14,14,43,31,94.0,1.16,2014.0,0,1,40.0
3.0,43.77033,11.27686,2,1.0,1.0,0.0,20.0,1,0.0,3,3,11,13,24,24,93.0,5.03,2013.0,0,1,39.0
1.0,43.79516,11.21723,4,1.0,2.0,0.0,15.0,2,25.0,28,53,83,84,16,6,99.0,0.44,2016.0,0,0,56.0
1.0,43.80894,11.2355,2,1.0,1.0,0.0,0.0,2,30.0,14,27,27,27,24,12,96.0,1.41,2016.0,0,0,49.0
1.0,43.78091,11.2689,2,1.0,1.0,150.0,40.0,2,0.0,3,19,49,135,176,47,98.0,4.82,2016.0,0,0,60.0
5.0,43.77522,11.2594,6,1.0,2.0,100.0,30.0,1,0.0,10,27,43,312,26,8,90.0,0.72,2013.0,0,0,202.0
1.0,43.77601,11.30064,2,1.0,1.0,0.0,30.0,2,20.0,0,0,0,0,5,2,100.0,0.14,2015.0,0,0,41.0
22.0,43.7672,11.24996,2,1.0,1.0,100.0,40.0,2,7.0,9,35,62,337,91,24,93.0,2.49,2016.0,0,0,90.0
1.0,43.78605,11.23527,3,1.0,1.0,0.0,20.0,2,4.0,1,1,19,110,58,20,97.0,1.57,2016.0,0,0,50.0
7.0,43.76984,11.25954,5,1.0,1.0,0.0,0.0,4,9.0,4,17,18,33,191,61,91.0,5.24,2016.0,0,0,60.0
1.0,43.76414000000001,11.27748,7,2.0,3.0,89.0,75.0,6,40.0,0,0,0,84,3,0,100.0,0.09,2016.0,0,0,120.0
32.0,43.77515,11.24384,4,2.0,1.0,200.0,30.0,2,15.0,4,4,4,263,148,12,93.0,3.97,2014.0,0,0,78.0
27.0,43.76867,11.24558,2,1.0,1.0,0.0,34.0,1,0.0,21,51,81,340,54,5,87.0,1.47,2015.0,0,0,30.0
1.0,43.76299,11.27741,2,1.0,1.0,0.0,8.0,1,8.0,0,18,48,138,98,20,98.0,2.65,2013.0,0,1,31.0
2.0,43.76849,11.25968,6,3.0,2.0,300.0,45.0,2,20.0,7,32,62,299,228,78,96.0,6.13,2012.0,0,0,300.0
2.0,43.76398,11.26292,4,2.0,2.0,200.0,50.0,1,10.0,6,31,61,330,90,38,94.0,2.5,2016.0,0,0,100.0
1.0,43.77153,11.25732,2,1.0,0.0,0.0,20.0,1,0.0,0,0,0,0,340,109,90.0,9.2,2014.0,0,0,60.0
2.0,43.769,11.26127,3,1.0,1.0,0.0,39.0,3,0.0,28,58,88,88,20,5,85.0,0.54,2014.0,0,0,65.0
1.0,43.75799,11.24059,2,1.0,1.0,0.0,20.0,2,0.0,16,46,76,76,76,25,99.0,2.74,2016.0,0,0,59.0
4.0,43.7697,11.26225,4,1.0,1.0,250.0,40.0,2,40.0,3,24,32,167,63,19,98.0,1.72,2016.0,0,0,75.0
4.0,43.77053,11.26038,4,1.0,1.0,250.0,40.0,2,40.0,2,2,4,249,28,6,96.0,0.83,2016.0,0,0,80.0
4.0,43.76937,11.26088,4,2.0,1.0,300.0,40.0,2,40.0,2,2,3,252,57,1,95.0,1.59,2016.0,0,0,80.0
1.0,43.78197,11.28433,1,1.0,1.0,0.0,8.0,1,0.0,0,12,37,37,106,20,97.0,2.94,2014.0,0,1,25.0
2.0,43.76953,11.26701,2,1.0,1.0,0.0,0.0,1,10.0,10,40,70,129,3,1,100.0,0.08,2015.0,0,1,39.0
1.0,43.77993,11.25228,4,1.0,1.0,0.0,12.0,4,10.0,5,18,33,104,219,79,99.0,5.92,2016.0,0,0,55.0
1.0,43.7937,11.24114,3,1.5,1.0,100.0,28.0,2,20.0,0,20,50,141,89,33,96.0,2.44,2014.0,0,0,58.0
1.0,43.79251,11.27167,1,1.0,1.0,0.0,35.0,1,0.0,20,50,80,355,79,26,99.0,2.16,2015.0,0,1,27.0
5.0,43.77228,11.24598,3,1.0,1.0,0.0,15.0,2,20.0,2,3,3,3,211,70,96.0,5.83,2015.0,0,1,39.0
1.0,43.74978,11.23507,5,1.0,2.0,250.0,35.0,4,25.0,20,40,70,237,149,26,99.0,4.19,2016.0,0,0,65.0
1.0,43.77346,11.29781,4,1.0,1.0,150.0,30.0,1,0.0,27,57,87,362,6,1,97.0,0.17,2014.0,0,0,70.0
1.0,43.79285,11.27522,2,1.0,1.0,100.0,30.0,2,10.0,17,34,64,245,56,7,100.0,1.54,2016.0,0,0,54.0
18.0,43.76975,11.24238,3,1.0,1.0,300.0,25.0,2,8.0,15,24,24,127,115,39,96.0,3.15,2016.0,0,0,75.0
10.0,43.76729,11.26095,4,1.0,1.0,0.0,30.0,1,0.0,5,33,63,338,101,38,93.0,2.8,2013.0,0,0,92.0
23.0,43.77116,11.25868,4,1.0,1.0,0.0,50.0,3,0.0,0,0,0,0,22,6,90.0,0.6,2015.0,0,0,100.0
37.0,43.76952,11.25294,2,1.0,1.0,0.0,50.0,1,0.0,17,47,77,352,35,14,92.0,0.96,2013.0,0,0,110.0
28.0,43.76985,11.2565,4,2.0,2.0,150.0,92.0,1,0.0,20,50,80,350,11,5,91.0,0.32,2014.0,0,0,160.0
183.0,43.7759,11.26509,6,1.0,2.0,0.0,70.0,5,15.0,4,20,39,270,58,27,87.0,1.59,2014.0,0,0,70.0
7.0,43.77647,11.27542,4,1.0,1.0,0.0,35.0,2,12.0,2,10,34,48,105,42,84.0,2.86,2015.0,0,0,40.0
2.0,43.77223,11.2696,4,1.5,2.0,100.0,50.0,4,20.0,0,0,0,204,3,2,100.0,0.19,2015.0,0,0,80.0
1.0,43.76449,11.20295,5,1.0,2.0,0.0,35.0,2,10.0,5,22,48,128,180,57,98.0,4.9,2015.0,0,0,42.0
1.0,43.78197,11.26633,2,1.0,1.0,0.0,15.0,1,10.0,4,30,60,331,100,32,99.0,2.75,2016.0,0,1,42.0
22.0,43.76765,11.24878,3,1.0,1.0,100.0,40.0,2,5.0,1,22,52,327,101,24,93.0,2.77,2016.0,0,0,105.0
1.0,43.76385,11.246,2,1.0,1.0,200.0,25.0,1,15.0,1,11,41,131,99,57,90.0,4.58,2016.0,0,0,40.0
57.0,43.76934,11.25251,6,2.0,3.0,300.0,0.0,1,0.0,13,35,65,295,43,7,93.0,1.21,2016.0,0,0,151.0
2.0,43.76473,11.26246,2,1.0,1.0,0.0,20.0,1,0.0,5,35,65,333,169,50,91.0,4.88,2016.0,0,0,46.0
5.0,43.77331,11.24468,2,1.0,1.0,0.0,10.0,2,20.0,0,0,0,0,104,3,95.0,2.83,2015.0,0,1,39.0
22.0,43.76767,11.24806,2,1.0,1.0,120.0,40.0,1,0.0,9,39,64,338,128,46,93.0,3.54,2016.0,0,0,90.0
22.0,43.76886,11.2482,2,1.0,1.0,150.0,40.0,1,0.0,6,34,59,334,108,38,94.0,2.99,2016.0,0,0,90.0
5.0,43.77396,11.2451,3,1.0,1.0,0.0,15.0,2,20.0,9,17,17,17,206,62,95.0,5.69,2015.0,0,1,35.0
1.0,43.77086,11.27576,4,1.0,1.0,100.0,30.0,3,10.0,3,19,47,255,194,61,98.0,5.32,2016.0,0,0,60.0
2.0,43.76902000000001,11.26226,2,1.0,1.0,0.0,20.0,1,0.0,17,47,77,352,63,14,97.0,1.73,2013.0,0,1,55.0
2.0,43.77565,11.22091,4,1.0,1.0,100.0,28.0,2,20.0,13,43,73,74,109,38,100.0,3.79,2016.0,0,0,65.0
4.0,43.77169,11.24576,2,1.0,1.0,200.0,45.0,1,0.0,15,41,43,189,21,4,93.0,0.59,2014.0,0,0,38.0
1.0,43.76178,11.28674,4,1.0,2.0,0.0,30.0,1,0.0,4,19,47,134,107,68,97.0,2.95,2016.0,0,0,60.0
3.0,43.77509000000001,11.25154,6,2.0,2.0,200.0,50.0,2,10.0,3,29,57,321,74,33,92.0,2.02,2014.0,0,0,120.0
361.0,43.77231,11.25529,8,2.0,3.0,200.0,120.0,1,0.0,11,32,60,284,1,0,60.0,0.07,2012.0,0,0,249.0
10.0,43.7688,11.24898,4,1.0,1.0,100.0,50.0,2,10.0,13,43,73,348,88,37,93.0,2.4,2016.0,0,0,75.0
1.0,43.77936,11.28767,2,1.0,1.0,500.0,10.0,1,10.0,0,14,28,47,78,14,94.0,2.12,2016.0,0,0,33.0
4.0,43.76802,11.24167,6,2.0,2.0,0.0,35.0,4,20.0,17,47,56,56,94,23,97.0,2.62,2014.0,0,0,220.0
4.0,43.77003,11.26135,4,1.0,1.0,0.0,40.0,2,10.0,19,49,79,166,64,19,95.0,1.81,2014.0,0,0,90.0
10.0,43.76781,11.25,4,1.0,1.0,150.0,50.0,2,10.0,9,39,69,338,75,26,93.0,2.05,2016.0,0,0,76.0
13.0,43.77008,11.24213,5,2.0,2.0,0.0,50.0,1,0.0,29,59,89,364,1,0,100.0,0.06,2014.0,0,0,120.0
1.0,43.7726,11.26336,4,1.0,1.0,100.0,39.0,2,10.0,0,21,51,326,159,36,93.0,4.38,2016.0,0,0,69.0
1.0,43.77957,11.23869,2,1.0,1.0,0.0,30.0,2,40.0,8,38,68,343,27,15,92.0,0.81,2016.0,0,0,65.0
22.0,43.76787,11.25025,4,1.0,1.0,100.0,40.0,3,5.0,5,35,65,335,120,40,91.0,3.33,2016.0,0,0,105.0
22.0,43.76756,11.24972,2,1.0,1.0,150.0,40.0,1,0.0,5,31,52,327,100,34,92.0,2.77,2016.0,0,0,90.0
2.0,43.76748,11.24842,6,1.0,2.0,0.0,35.0,1,14.0,0,0,0,251,91,12,92.0,2.53,2014.0,0,0,73.0
3.0,43.77468,11.25386,4,1.0,2.0,0.0,25.0,2,15.0,5,28,58,145,141,32,92.0,3.94,2015.0,0,0,100.0
1.0,43.76574,11.24367,4,1.0,2.0,0.0,40.0,2,25.0,0,0,0,153,61,14,95.0,1.8,2016.0,0,0,70.0
2.0,43.77094,11.26326,3,1.0,1.0,100.0,40.0,1,14.0,3,11,11,217,91,21,96.0,2.51,2015.0,0,0,63.0
22.0,43.76917,11.24862,3,1.0,1.0,100.0,40.0,2,5.0,6,36,64,334,122,42,93.0,3.39,2016.0,0,0,105.0
22.0,43.76793,11.24885,2,1.0,1.0,250.0,40.0,1,0.0,4,34,64,339,77,23,93.0,2.13,2016.0,0,0,90.0
22.0,43.7674,11.2489,4,1.0,1.0,100.0,60.0,2,5.0,5,34,46,291,62,23,92.0,2.06,2016.0,0,0,127.0
10.0,43.76766,11.24871,4,1.0,1.0,150.0,50.0,2,10.0,6,27,57,308,132,54,95.0,3.62,2016.0,0,0,85.0
5.0,43.77388,11.19463,2,1.0,1.0,0.0,15.0,1,15.0,21,51,81,356,43,10,98.0,1.29,2016.0,0,1,28.0
1.0,43.76888,11.24035,4,1.0,2.0,0.0,50.0,2,10.0,3,29,59,60,116,39,100.0,3.42,2014.0,0,0,100.0
3.0,43.79055,11.24709,4,2.0,2.0,0.0,25.0,2,13.0,2,22,52,301,186,50,96.0,5.1,2016.0,0,0,50.0
4.0,43.77698,11.25369,3,1.0,2.0,0.0,30.0,2,10.0,3,23,46,203,155,48,99.0,4.25,2015.0,0,0,90.0
1.0,43.77337,11.27744,2,1.0,1.0,0.0,10.0,1,0.0,0,22,52,327,101,10,92.0,2.78,2016.0,0,0,65.0
8.0,43.76912,11.25729,3,1.0,1.0,0.0,35.0,1,0.0,0,21,51,326,1,0,80.0,0.03,2015.0,0,0,179.0
1.0,43.76914,11.25648,4,1.0,2.0,100.0,60.0,4,20.0,3,11,21,102,45,20,92.0,1.27,2016.0,0,0,78.0
81.0,43.77135,11.24116,4,1.0,1.0,90.0,42.0,1,0.0,22,34,34,34,107,48,85.0,3.65,2011.0,0,0,44.0
1.0,43.77115,11.2531,4,1.0,1.0,0.0,35.0,2,5.0,6,10,33,308,30,3,99.0,0.83,2015.0,0,0,100.0
2.0,43.77558,11.25259,3,2.0,1.0,0.0,50.0,2,50.0,5,11,11,172,73,36,98.0,2.46,2012.0,0,0,79.0
2.0,43.77069,11.24916,4,1.0,1.0,100.0,30.0,2,15.0,16,21,21,226,62,22,92.0,1.76,2014.0,0,1,50.0
1.0,43.74773,11.23472,2,1.0,1.0,150.0,60.0,1,10.0,7,7,7,7,27,5,92.0,0.74,2014.0,0,0,40.0
19.0,43.76722,11.254,4,1.0,1.0,0.0,40.0,2,10.0,7,25,49,320,3,3,93.0,0.39,2016.0,0,0,100.0
1.0,43.77497,11.2422,4,1.0,0.0,100.0,19.0,2,15.0,1,7,15,67,223,87,96.0,6.17,2016.0,0,0,69.0
2.0,43.77644,11.25022,4,1.0,1.0,0.0,39.0,2,15.0,11,39,69,249,67,36,90.0,3.19,2015.0,0,0,75.0
1.0,43.76931,11.25898,5,1.0,1.0,0.0,35.0,2,15.0,7,32,62,330,113,39,95.0,3.4,2016.0,0,0,59.0
2.0,43.77312,11.25612,2,1.0,1.0,0.0,15.0,1,0.0,11,37,45,45,128,38,98.0,3.63,2016.0,0,0,54.0
1.0,43.76213,11.23996,2,1.0,1.0,0.0,15.0,1,0.0,0,0,0,267,40,21,98.0,1.1,2016.0,0,1,60.0
1.0,43.78912,11.25359,2,1.0,1.0,0.0,0.0,1,25.0,30,60,90,365,28,4,97.0,0.78,2016.0,0,1,40.0
2.0,43.77283,11.26457,2,1.0,1.0,300.0,20.0,1,10.0,1,26,56,331,147,53,100.0,4.16,2013.0,0,0,70.0
6.0,43.77651,11.25307,6,1.0,2.0,150.0,30.0,2,20.0,0,19,49,301,213,76,95.0,6.03,2014.0,0,0,70.0
2.0,43.77335,11.24481,4,2.0,2.0,0.0,50.0,2,10.0,1,21,51,51,74,35,98.0,2.09,2011.0,0,0,59.0
1.0,43.77558,11.2461,4,1.0,1.0,0.0,0.0,1,10.0,1,3,33,123,7,7,94.0,2.02,2014.0,0,0,80.0
13.0,43.76848,11.27322,2,2.0,1.0,0.0,25.0,1,8.0,0,0,0,0,26,5,99.0,0.72,2015.0,0,1,42.0
22.0,43.76883,11.24864,5,1.0,2.0,150.0,50.0,3,5.0,7,33,56,329,144,54,88.0,3.99,2016.0,0,0,123.0
4.0,43.74154,11.24306,4,2.0,2.0,0.0,40.0,4,15.0,25,47,67,337,3,0,93.0,0.09,2016.0,0,0,91.0
2.0,43.76688,11.24453,4,1.0,1.0,300.0,50.0,2,25.0,4,18,48,313,64,16,98.0,2.21,2016.0,0,0,99.0
10.0,43.76839,11.2486,6,1.0,1.0,150.0,50.0,2,10.0,14,44,74,326,143,43,96.0,3.95,2016.0,0,0,95.0
4.0,43.78063,11.23744,4,1.0,1.0,0.0,30.0,2,20.0,5,20,46,314,134,49,97.0,3.73,2014.0,0,0,59.0
10.0,43.77652,11.25735,4,3.0,2.0,0.0,48.0,1,0.0,9,34,64,339,4,1,100.0,0.13,2016.0,0,0,359.0
3.0,43.78211,11.23831,4,1.0,1.0,0.0,25.0,2,5.0,17,47,77,351,74,20,95.0,2.07,2015.0,0,0,49.0
2.0,43.7719,11.25483,2,1.0,1.0,89.0,15.0,1,0.0,3,29,37,37,126,36,98.0,3.57,2016.0,0,0,50.0
1.0,43.78736,11.24684,6,1.0,3.0,200.0,60.0,4,10.0,2,10,32,293,189,65,99.0,5.36,2015.0,0,0,69.0
4.0,43.77551,11.25223,2,1.0,1.0,0.0,23.0,1,0.0,2,26,26,26,419,110,97.0,12.01,2016.0,0,1,33.0
3.0,43.76925,11.25758,4,1.0,1.0,300.0,55.0,2,20.0,7,22,45,280,102,19,98.0,2.89,2014.0,0,0,74.0
8.0,43.77415,11.25068,2,1.0,1.0,0.0,35.0,1,0.0,23,53,81,343,81,13,86.0,2.24,2012.0,0,0,95.0
5.0,43.77601,11.25158,4,1.0,1.0,0.0,12.0,1,0.0,29,59,89,364,2,0,100.0,0.07,2011.0,0,1,149.0
1.0,43.78934,11.2564,4,1.0,1.0,0.0,25.0,2,15.0,8,31,60,150,230,74,97.0,6.91,2016.0,0,0,49.0
2.0,43.78775,11.26661,2,1.0,1.0,100.0,35.0,1,0.0,8,20,38,310,12,0,98.0,0.34,2016.0,0,0,50.0
1.0,43.77322,11.27668,2,1.0,1.0,100.0,10.0,1,18.0,2,5,6,223,51,16,94.0,1.43,2013.0,0,1,25.0
4.0,43.78045,11.23835,3,1.0,1.0,0.0,30.0,2,20.0,7,17,40,315,125,36,96.0,3.47,2014.0,0,0,65.0
4.0,43.76905,11.25964,6,1.5,2.0,0.0,50.0,2,20.0,0,8,22,213,210,78,97.0,6.1,2016.0,0,0,80.0
12.0,43.76719,11.25298,4,1.0,1.0,0.0,50.0,2,0.0,10,30,55,314,8,0,98.0,0.27,2011.0,0,0,85.0
1.0,43.76908,11.26452,5,1.0,2.0,100.0,25.0,1,0.0,20,46,74,336,46,15,95.0,1.28,2016.0,0,0,80.0
2.0,43.77215,11.257,4,1.0,1.0,0.0,50.0,2,15.0,9,23,53,144,14,3,99.0,0.43,2016.0,0,0,80.0
8.0,43.7693,11.24676,6,2.0,3.0,300.0,100.0,1,0.0,23,53,81,204,5,1,88.0,0.18,2016.0,0,0,253.0
1.0,43.76854,11.25579,6,2.0,3.0,0.0,65.0,1,0.0,0,0,0,266,100,35,97.0,2.91,2015.0,0,0,180.0
3.0,43.76907,11.25214,3,1.0,2.0,0.0,30.0,1,10.0,0,0,14,188,16,5,100.0,0.59,2016.0,0,0,170.0
1.0,43.77612,11.25227,3,1.0,1.0,0.0,30.0,2,40.0,0,23,49,314,319,91,99.0,8.97,2015.0,0,0,83.0
1.0,43.77908,11.25622,2,1.0,1.0,250.0,25.0,1,0.0,0,0,0,0,189,53,100.0,5.45,2014.0,0,0,85.0
6.0,43.77313,11.26303,4,2.0,2.0,0.0,30.0,4,20.0,0,0,0,113,14,8,83.0,0.42,2016.0,0,0,200.0
64.0,43.76679,11.25415,4,1.0,2.0,100.0,75.0,4,10.0,0,0,0,267,5,0,72.0,0.14,2012.0,0,0,120.0
31.0,43.77128,11.25705,4,1.0,1.0,100.0,41.0,2,20.0,3,6,6,6,149,55,97.0,4.27,2014.0,0,0,172.0
2.0,43.7816,11.24315,6,2.0,3.0,0.0,38.0,2,18.0,0,18,41,274,160,86,98.0,5.56,2016.0,0,0,62.0
6.0,43.77195,11.26273,3,1.0,1.0,0.0,30.0,2,20.0,0,0,0,113,24,9,90.0,0.83,2016.0,0,0,50.0
1.0,43.78100000000001,11.24216,2,1.0,0.0,0.0,30.0,1,5.0,0,0,29,304,10,5,100.0,0.34,2016.0,0,0,76.0
3.0,43.76365,11.24976,6,2.0,3.0,200.0,50.0,1,0.0,30,60,90,365,21,5,92.0,0.63,2016.0,0,0,90.0
6.0,43.7686,11.26417,3,1.0,2.0,0.0,30.0,1,0.0,0,0,0,113,6,3,93.0,0.21,2016.0,0,0,79.0
7.0,43.76157,11.24887,3,1.5,2.0,150.0,30.0,1,0.0,26,56,86,361,2,0,100.0,0.06,2012.0,0,0,95.0
4.0,43.76563,11.24418,2,1.0,1.0,0.0,5.0,1,0.0,7,33,60,71,232,77,87.0,6.47,2015.0,0,1,32.0
1.0,43.76919,11.25856,2,1.0,1.0,200.0,25.0,1,0.0,2,24,54,144,115,49,99.0,3.47,2016.0,0,0,49.0
8.0,43.76675,11.24729,14,3.0,4.0,0.0,200.0,8,20.0,3,12,22,255,11,4,100.0,0.45,2013.0,0,0,290.0
21.0,43.76968,11.25476,5,2.0,2.0,150.0,60.0,2,10.0,1,17,26,26,124,47,99.0,3.46,2012.0,0,0,150.0
7.0,43.7671,11.25833,4,2.0,3.0,0.0,90.0,3,15.0,0,0,0,0,10,1,91.0,0.3,2016.0,0,0,107.0
9.0,43.76519,11.24392,3,1.0,1.0,0.0,45.0,2,10.0,16,24,24,25,60,20,90.0,1.74,2016.0,0,0,85.0
1.0,43.77251,11.2696,4,1.0,2.0,150.0,35.0,2,20.0,10,40,70,345,102,35,98.0,2.89,2016.0,0,0,80.0
3.0,43.76739,11.25037,4,1.0,1.0,0.0,40.0,2,15.0,5,12,29,296,99,27,94.0,2.92,2016.0,0,0,72.0
4.0,43.76896,11.26072,6,1.0,2.0,0.0,20.0,4,17.0,1,17,33,292,242,93,91.0,7.1,2014.0,0,0,102.0
2.0,43.77323,11.24798,3,1.0,1.0,0.0,15.0,1,20.0,5,17,35,85,211,77,97.0,5.99,2016.0,0,1,36.0
8.0,43.77138,11.25938,4,1.0,1.0,350.0,60.0,2,30.0,25,55,85,360,13,5,98.0,0.44,2013.0,0,0,165.0
1.0,43.764,11.26745,12,2.5,5.0,150.0,50.0,6,25.0,17,44,74,332,61,17,98.0,1.76,2016.0,0,0,210.0
2.0,43.77449,11.25691,2,1.0,1.0,150.0,36.0,2,0.0,0,2,7,94,283,109,99.0,8.51,2015.0,0,0,46.0
2.0,43.76367,11.25434,4,1.0,1.0,0.0,35.0,2,20.0,22,47,77,352,7,6,91.0,0.45,2012.0,0,0,160.0
3.0,43.77424,11.2327,2,1.0,1.0,90.0,0.0,1,25.0,23,53,81,173,196,77,98.0,5.66,2016.0,0,1,39.0
1.0,43.77424,11.24614,5,1.0,2.0,400.0,40.0,3,5.0,6,32,62,337,145,48,97.0,4.2,2014.0,0,0,119.0
1.0,43.76124,11.24172,2,1.0,1.0,0.0,20.0,1,0.0,0,0,0,266,56,10,94.0,1.69,2016.0,0,0,60.0
3.0,43.78234000000001,11.23694,6,1.0,2.0,0.0,30.0,4,10.0,21,51,81,355,86,26,93.0,2.7,2015.0,0,0,75.0
6.0,43.76562,11.24496,10,4.0,4.0,150.0,40.0,1,0.0,0,0,0,3,2,1,100.0,0.06,2012.0,0,1,315.0
6.0,43.77149,11.26284,2,1.0,1.0,0.0,30.0,1,0.0,8,38,67,90,17,12,89.0,0.51,2016.0,0,0,59.0
