host_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,security_deposit,cleaning_fee,guests_included,extra_people,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month,host_sinceyear,property_type_Hotel,room_type_Private room,price
6.0,43.77682,11.25437,3,1.0,1.0,0.0,25.0,1,20.0,23,53,83,173,52,11,82.0,0.97,2014.0,0,1,35.0
1.0,43.77631,11.24245,1,1.0,1.0,700.0,50.0,1,0.0,30,60,90,365,1,0,100.0,0.02,2012.0,0,1,120.0
2.0,43.78758,11.27257,5,1.0,2.0,0.0,25.0,2,10.0,0,0,0,0,13,1,97.0,0.31,2015.0,0,0,78.0
1.0,43.77567,11.26355,2,1.0,1.0,0.0,35.0,2,15.0,3,3,28,94,76,47,96.0,3.62,2013.0,0,0,52.0
1.0,43.78491,11.23994,4,1.0,1.0,0.0,35.0,2,7.0,2,26,56,317,269,60,97.0,5.37,2015.0,0,0,42.0
3.0,43.78563,11.2397,2,1.0,1.0,0.0,35.0,1,20.0,2,2,2,52,156,10,94.0,2.89,2015.0,0,1,52.0
1.0,43.77375,11.24244,2,1.0,1.0,0.0,35.0,1,0.0,25,51,81,82,1,0,100.0,0.04,2015.0,0,1,79.0
5.0,43.77412,11.24855,4,1.0,2.0,200.0,80.0,4,0.0,0,0,1,276,20,2,93.0,0.37,2015.0,0,0,103.0
1.0,43.78577,11.26654,5,2.0,3.0,140.0,45.0,2,15.0,9,19,19,193,182,46,94.0,3.37,2013.0,0,0,90.0
1.0,43.76891,11.25869,2,1.0,1.0,0.0,35.0,2,0.0,5,28,58,330,5,0,70.0,0.13,2015.0,0,0,65.0
2.0,43.75388,11.26627,2,1.0,1.0,100.0,30.0,1,0.0,0,22,52,52,35,4,99.0,0.72,2013.0,0,0,80.0
1.0,43.76728,11.24139,4,1.0,2.0,0.0,25.0,2,17.0,3,33,63,338,163,22,90.0,3.04,2015.0,0,0,56.0
1.0,43.77967,11.2555,3,2.0,1.0,500.0,45.0,1,0.0,15,45,75,350,79,9,98.0,1.47,2015.0,0,0,110.0
1.0,43.76993,11.24102,4,1.0,1.0,0.0,39.0,3,5.0,10,33,63,278,149,33,98.0,2.79,2013.0,0,0,79.0
1.0,43.76357,11.27429,6,1.0,3.0,0.0,50.0,1,0.0,12,28,51,321,236,57,99.0,4.39,2015.0,0,0,115.0
1.0,43.77743,11.27576,4,1.0,1.0,0.0,35.0,1,0.0,1,15,16,270,42,13,98.0,0.81,2015.0,0,0,72.0
6.0,43.77578,11.24636,2,1.0,1.0,120.0,15.0,2,25.0,12,20,20,20,242,45,93.0,4.62,2014.0,0,1,49.0
8.0,43.78169000000001,11.2572,8,1.0,2.0,100.0,50.0,4,25.0,30,60,90,365,56,6,98.0,1.09,2015.0,0,0,80.0
2.0,43.77179,11.23745,3,1.0,2.0,0.0,40.0,2,15.0,4,18,48,307,193,59,98.0,4.89,2012.0,0,0,66.0
30.0,43.77423,11.25693,2,1.0,1.0,100.0,32.0,2,0.0,3,3,3,88,42,1,95.0,0.79,2014.0,0,0,50.0
81.0,43.76815,11.26626,6,2.0,2.0,90.0,57.0,1,0.0,5,26,49,50,125,46,88.0,2.55,2011.0,0,0,69.0
2.0,43.76717,11.25033,2,1.0,1.0,0.0,35.0,1,0.0,9,34,64,248,125,13,99.0,2.43,2015.0,0,0,72.0
1.0,43.76519,11.24178,4,1.0,1.0,200.0,20.0,2,5.0,1,22,52,323,135,28,97.0,2.6,2015.0,0,0,95.0
1.0,43.76669,11.26166,2,1.0,1.0,0.0,35.0,1,0.0,3,30,51,127,233,77,96.0,4.34,2012.0,0,1,49.0
1.0,43.73008,11.22126,4,1.0,1.0,0.0,25.0,1,0.0,0,0,0,197,13,0,94.0,0.24,2014.0,0,0,120.0
1.0,43.76428,11.24558,4,1.5,1.0,200.0,45.0,2,15.0,5,25,39,39,154,35,95.0,2.89,2014.0,0,0,69.0
1.0,43.77177,11.26159,4,1.0,1.0,0.0,25.0,2,25.0,24,47,73,339,75,13,97.0,1.55,2015.0,0,0,50.0
3.0,43.78546,11.23801,2,1.0,1.0,0.0,35.0,1,0.0,0,0,0,0,181,6,93.0,3.46,2015.0,0,0,52.0
64.0,43.77384,11.25829,6,2.0,3.0,150.0,80.0,4,25.0,3,17,41,306,273,52,95.0,5.11,2012.0,0,0,200.0
11.0,43.77225,11.26962,7,1.5,2.0,200.0,70.0,1,0.0,0,0,9,274,26,8,92.0,0.5,2015.0,0,0,130.0
11.0,43.77847,11.25436,6,2.0,2.0,150.0,60.0,1,0.0,9,36,66,334,27,7,94.0,0.52,2015.0,0,0,140.0
10.0,43.7813,11.26001,2,1.0,1.0,250.0,0.0,1,12.0,2,28,46,301,19,10,94.0,0.36,2013.0,0,0,55.0
12.0,43.77327,11.25717,6,2.0,2.0,0.0,50.0,4,10.0,10,40,65,339,24,2,98.0,0.56,2013.0,0,0,99.0
37.0,43.77086,11.25721,2,1.5,1.0,0.0,40.0,2,10.0,15,45,75,350,117,17,88.0,2.21,2013.0,0,0,90.0
37.0,43.7723,11.25783,2,1.0,1.0,0.0,40.0,2,5.0,15,39,69,344,81,2,89.0,1.54,2013.0,0,0,90.0
1.0,43.7865,11.25414,5,1.0,2.0,150.0,30.0,4,30.0,0,0,0,81,70,9,89.0,1.33,2015.0,0,0,75.0
1.0,43.773,11.25505,6,2.0,2.0,0.0,50.0,3,10.0,5,30,51,326,31,16,99.0,0.72,2015.0,0,0,125.0
37.0,43.77099000000001,11.25745,4,2.0,2.0,0.0,40.0,2,10.0,11,36,66,341,119,12,88.0,2.25,2013.0,0,0,110.0
37.0,43.7713,11.25766,4,2.0,1.0,0.0,40.0,2,10.0,2,2,2,266,102,24,87.0,1.95,2013.0,0,0,100.0
37.0,43.77232,11.25699,4,2.0,2.0,0.0,40.0,2,10.0,13,37,67,342,73,4,83.0,1.38,2013.0,0,0,110.0
3.0,43.77236,11.25132,4,1.0,2.0,200.0,40.0,2,10.0,10,30,57,308,90,16,97.0,1.7,2011.0,0,0,130.0
1.0,43.76958,11.27527,2,1.0,1.0,0.0,35.0,1,0.0,7,31,61,142,311,64,98.0,5.85,2013.0,0,1,50.0
3.0,43.77826,11.19743,3,1.0,1.0,150.0,30.0,2,8.0,0,0,3,120,9,6,98.0,0.61,2015.0,0,0,67.0
1.0,43.77216,11.22556,4,1.5,2.0,150.0,30.0,1,10.0,1,12,31,289,106,23,98.0,2.0,2013.0,0,0,55.0
5.0,43.76939,11.2473,3,1.0,1.0,0.0,49.0,2,25.0,11,41,60,327,174,38,94.0,3.27,2013.0,0,0,98.0
7.0,43.76526,11.25165,5,1.0,2.0,0.0,35.0,4,20.0,2,17,33,301,270,83,91.0,5.1,2012.0,0,0,100.0
13.0,43.78235,11.27643,4,1.0,1.0,0.0,40.0,2,25.0,0,0,0,190,2,0,70.0,0.04,2014.0,0,0,80.0
1.0,43.76866,11.26482,3,1.0,1.0,200.0,0.0,2,20.0,4,9,19,40,147,46,99.0,3.61,2015.0,0,0,95.0
1.0,43.76957,11.26416,4,1.5,2.0,0.0,20.0,2,15.0,0,0,13,13,34,6,95.0,0.64,2015.0,0,1,50.0
3.0,43.78114,11.25653,2,1.0,1.0,200.0,35.0,1,0.0,23,53,83,358,35,1,95.0,0.7,2013.0,0,0,200.0
2.0,43.76863,11.25781,4,1.0,1.0,150.0,40.0,2,15.0,0,0,0,0,164,18,96.0,3.09,2014.0,0,0,80.0
1.0,43.77123,11.2339,5,2.0,2.0,0.0,0.0,1,25.0,0,0,0,55,161,22,97.0,3.06,2015.0,0,0,129.0
846.0,43.77014000000001,11.24221,4,1.0,0.0,300.0,35.0,1,0.0,11,38,56,56,51,9,95.0,0.98,2013.0,0,0,205.0
846.0,43.77252,11.2491,4,2.0,2.0,300.0,0.0,1,0.0,27,36,36,36,7,1,77.0,0.13,2013.0,0,0,190.0
846.0,43.76948,11.25263,4,2.0,2.0,300.0,20.0,1,0.0,8,28,58,322,44,9,91.0,0.86,2013.0,0,0,230.0
3.0,43.77015,11.30018,1,1.0,1.0,0.0,35.0,1,15.0,0,0,0,0,86,5,92.0,1.62,2014.0,0,1,33.0
1.0,43.76625,11.25298,2,1.0,1.0,0.0,60.0,1,0.0,1,26,56,147,162,26,93.0,3.08,2015.0,0,0,50.0
1.0,43.77752,11.27381,4,1.0,1.0,100.0,35.0,2,13.0,23,53,80,267,89,13,93.0,1.7,2015.0,0,0,45.0
5.0,43.77052,11.25244,2,2.0,1.0,0.0,0.0,1,20.0,23,53,83,84,290,39,93.0,5.43,2014.0,0,0,85.0
1.0,43.77066,11.23731,4,1.0,1.0,200.0,30.0,2,15.0,0,0,29,304,118,21,86.0,2.22,2015.0,0,0,58.0
81.0,43.772,11.25111,4,1.0,1.0,90.0,50.0,1,0.0,3,24,51,52,211,43,92.0,3.95,2011.0,0,0,66.0
1.0,43.77837,11.25674,2,1.0,1.0,0.0,20.0,1,0.0,8,35,63,338,151,39,99.0,2.84,2015.0,0,0,60.0
1.0,43.77431,11.27909,2,1.0,0.0,0.0,25.0,1,0.0,3,3,26,171,19,3,91.0,0.36,2015.0,0,0,50.0
2.0,43.76288,11.28752,7,1.0,3.0,0.0,49.0,4,19.0,9,39,69,344,256,63,97.0,4.99,2015.0,0,0,59.0
2.0,43.77005,11.24176,2,1.0,1.0,0.0,8.0,1,0.0,14,41,71,252,208,23,78.0,3.9,2012.0,0,1,56.0
1.0,43.77682,11.25428,3,2.5,2.0,250.0,90.0,1,30.0,29,59,89,364,14,2,97.0,0.27,2015.0,0,0,75.0
3.0,43.76497,11.26334,5,1.0,2.0,0.0,50.0,6,20.0,0,0,0,0,16,2,85.0,0.31,2015.0,0,0,80.0
5.0,43.76819,11.2545,4,1.0,2.0,100.0,50.0,1,0.0,14,41,71,346,21,19,86.0,0.42,2013.0,0,0,99.0
8.0,43.76692,11.25389,7,2.0,3.0,90.0,60.0,4,25.0,0,0,0,0,6,2,97.0,0.17,2014.0,0,0,84.0
3.0,43.76647,11.24521,8,2.0,3.0,0.0,50.0,2,30.0,8,35,65,196,20,0,96.0,0.4,2015.0,0,0,127.0
1.0,43.78723,11.27023,6,1.0,3.0,100.0,40.0,4,10.0,6,34,56,310,332,56,90.0,6.28,2014.0,0,0,75.0
6.0,43.77465,11.25699,4,1.0,0.0,200.0,35.0,2,15.0,2,17,44,301,156,64,99.0,2.99,2015.0,0,0,65.0
1.0,43.77366,11.2462,6,2.0,2.0,150.0,45.0,4,15.0,3,23,51,134,239,46,92.0,4.74,2014.0,0,0,90.0
1.0,43.78717,11.27425,2,1.0,1.0,0.0,5.0,1,5.0,0,25,55,330,29,10,97.0,0.55,2015.0,0,1,40.0
5.0,43.77207,11.25483,3,1.0,2.0,100.0,40.0,2,10.0,30,59,89,360,1,0,80.0,0.03,2012.0,0,0,90.0
3.0,43.77184000000001,11.26246,2,1.0,1.0,200.0,35.0,1,0.0,0,22,52,52,170,20,99.0,3.24,2015.0,0,0,135.0
2.0,43.76784,11.2509,4,1.0,1.0,300.0,60.0,1,0.0,20,50,80,355,6,0,93.0,0.11,2014.0,0,0,100.0
3.0,43.76799000000001,11.25075,2,1.0,1.0,100.0,35.0,1,0.0,7,37,62,62,96,57,90.0,3.6,2015.0,0,0,45.0
6.0,43.77333,11.26573,4,1.0,1.0,0.0,30.0,2,15.0,11,38,68,83,124,40,85.0,2.34,2013.0,0,0,54.0
1.0,43.74424000000001,11.23347,5,1.0,2.0,100.0,30.0,1,10.0,7,34,64,130,163,35,91.0,3.11,2015.0,0,0,39.0
1.0,43.76647,11.24632,6,1.0,2.0,100.0,50.0,5,10.0,11,41,70,145,30,1,93.0,0.6,2015.0,0,0,90.0
28.0,43.77112,11.25511,6,1.0,2.0,100.0,75.0,4,10.0,4,26,52,288,102,1,91.0,2.01,2014.0,0,0,97.0
1.0,43.79559,11.24407,4,1.0,2.0,200.0,30.0,1,8.0,11,28,55,144,44,17,94.0,0.85,2015.0,0,0,46.0
3.0,43.77303,11.2609,4,1.0,1.0,150.0,35.0,2,18.0,29,59,89,364,1,1,80.0,1.0,2015.0,0,0,75.0
2.0,43.77226,11.28563,2,1.0,1.0,0.0,10.0,2,15.0,16,46,76,351,85,17,93.0,1.6,2015.0,0,1,35.0
35.0,43.77908,11.25201,4,1.0,2.0,400.0,130.0,4,0.0,0,0,0,261,10,0,90.0,0.19,2009.0,0,0,85.0
1.0,43.77611,11.26291,4,1.0,1.0,200.0,35.0,2,5.0,0,0,0,0,42,7,97.0,0.79,2015.0,0,0,100.0
0.0,43.79324,11.24319,4,4.0,2.0,0.0,5.0,1,17.0,28,58,88,88,39,0,94.0,0.76,2015.0,0,1,38.0
35.0,43.77415,11.26096,4,1.0,2.0,400.0,100.0,4,0.0,0,0,5,280,4,1,70.0,0.08,2009.0,0,0,90.0
2.0,43.77001,11.26531,4,1.0,1.0,0.0,15.0,2,15.0,5,25,55,55,283,52,92.0,5.32,2015.0,0,0,75.0
2.0,43.77237,11.28454,2,1.0,1.0,0.0,10.0,1,0.0,22,52,82,357,148,20,93.0,2.81,2015.0,0,1,30.0
46.0,43.77181,11.26383,6,2.5,2.0,0.0,45.0,2,20.0,5,30,57,320,73,19,96.0,1.39,2013.0,0,0,101.0
1.0,43.76886,11.24104,6,1.5,2.0,0.0,20.0,2,30.0,7,33,63,300,175,30,97.0,3.36,2015.0,0,0,80.0
1.0,43.78152,11.23501,5,1.5,2.0,0.0,53.0,4,0.0,6,25,55,330,354,80,96.0,6.7,2015.0,0,0,113.0
4.0,43.79725,11.24088,8,1.5,4.0,0.0,80.0,4,20.0,30,60,90,172,21,13,93.0,0.5,2013.0,0,0,100.0
6.0,43.77373,11.25475,2,1.0,1.0,0.0,25.0,1,20.0,10,40,70,345,83,19,88.0,1.58,2014.0,0,1,35.0
2.0,43.76986,11.25651,2,1.0,1.0,0.0,35.0,1,0.0,3,25,55,330,55,20,90.0,1.1,2015.0,0,0,60.0
7.0,43.76527,11.24507,2,1.0,1.0,0.0,35.0,1,0.0,14,32,59,334,1,0,100.0,0.02,2015.0,0,0,117.0
19.0,43.77773,11.25916,4,1.0,2.0,200.0,0.0,2,20.0,7,18,42,297,376,84,98.0,7.17,2012.0,0,0,120.0
1.0,43.77681,11.2584,2,1.0,1.0,0.0,15.0,2,14.0,8,32,60,320,433,89,94.0,8.45,2014.0,0,1,59.0
54.0,43.77415,11.24381,4,1.0,1.0,0.0,50.0,4,0.0,17,43,73,342,24,15,88.0,0.45,2015.0,0,0,61.0
54.0,43.77559,11.244000000000002,4,1.0,1.0,0.0,50.0,4,0.0,19,46,76,351,34,19,92.0,0.65,2015.0,0,0,61.0
54.0,43.77536,11.24435,4,1.0,1.0,0.0,50.0,4,0.0,19,45,75,350,27,10,83.0,0.55,2015.0,0,0,61.0
1.0,43.77487,11.24713,2,2.0,1.0,0.0,35.0,1,10.0,0,0,0,0,80,3,96.0,1.51,2015.0,0,1,54.0
1.0,43.7728,11.26351,2,1.0,1.0,0.0,15.0,1,0.0,0,9,11,125,178,42,97.0,3.37,2012.0,0,0,60.0
2.0,43.77982,11.23684,3,1.0,1.0,100.0,0.0,2,25.0,8,21,22,135,243,57,97.0,4.61,2013.0,0,1,55.0
2.0,43.77613,11.26629,2,2.0,1.0,0.0,35.0,2,30.0,1,23,47,317,322,49,90.0,6.06,2011.0,0,1,55.0
1.0,43.77592,11.25887,4,1.0,1.0,300.0,40.0,1,0.0,10,24,24,24,52,28,97.0,1.05,2014.0,0,0,70.0
2.0,43.77068,11.24172,6,1.0,2.0,150.0,35.0,2,15.0,0,0,0,113,4,2,100.0,0.08,2012.0,0,0,93.0
2.0,43.77577,11.26823,2,2.0,1.0,0.0,35.0,1,0.0,4,29,59,325,202,47,89.0,3.8,2011.0,0,1,47.0
1.0,43.77778,11.25751,2,1.0,1.0,0.0,15.0,2,14.0,3,22,49,309,399,100,95.0,7.81,2014.0,0,1,35.0
8.0,43.76933,11.25858,5,2.0,2.0,400.0,120.0,4,0.0,18,48,78,228,10,2,88.0,0.19,2013.0,0,0,160.0
46.0,43.77209000000001,11.26498,4,1.0,1.0,0.0,40.0,2,20.0,13,43,73,348,18,3,94.0,0.35,2013.0,0,0,77.0
2.0,43.77208,11.24663,2,1.0,1.0,350.0,49.0,2,0.0,20,21,22,283,35,7,96.0,0.67,2015.0,0,0,140.0
6.0,43.77536,11.24726,2,1.0,1.0,100.0,18.0,1,0.0,9,13,13,13,248,15,93.0,4.71,2014.0,0,1,30.0
6.0,43.77807,11.27295,6,2.0,3.0,130.0,55.0,2,5.0,7,23,49,321,4,1,85.0,0.08,2011.0,0,0,90.0
10.0,43.78438,11.25779,11,3.0,4.0,200.0,200.0,6,30.0,10,37,54,328,101,18,97.0,1.93,2012.0,0,0,184.0
1.0,43.7701,11.2375,4,1.0,1.0,90.0,30.0,2,14.0,3,14,44,318,167,27,97.0,3.21,2013.0,0,0,75.0
1.0,43.76737,11.24545,2,1.0,0.0,200.0,20.0,1,0.0,4,30,54,329,164,17,90.0,3.33,2015.0,0,0,65.0
6.0,43.77618,11.25435,4,1.0,1.0,100.0,40.0,2,40.0,2,16,42,286,106,29,97.0,2.29,2013.0,0,0,88.0
69.0,43.76803,11.26164,7,2.0,3.0,200.0,60.0,2,20.0,0,0,5,31,44,2,95.0,0.85,2012.0,0,0,60.0
8.0,43.76896,11.25977,5,2.0,2.0,150.0,50.0,4,0.0,12,42,72,345,13,1,94.0,0.25,2015.0,0,0,70.0
1.0,43.77389,11.23635,4,1.0,2.0,200.0,55.0,1,0.0,0,0,18,139,28,15,91.0,0.54,2015.0,0,0,120.0
16.0,43.783,11.24443,3,1.0,1.0,0.0,7.0,2,15.0,15,42,64,143,41,4,91.0,0.81,2013.0,0,1,51.0
1.0,43.79298,11.22279,4,1.0,1.0,0.0,20.0,2,5.0,1,19,49,232,195,63,86.0,3.76,2015.0,0,0,40.0
3.0,43.76965,11.25399,2,1.0,1.0,0.0,30.0,2,100.0,3,15,29,30,79,18,93.0,1.57,2014.0,0,0,49.0
3.0,43.76516,11.24761,4,1.0,1.0,100.0,35.0,3,10.0,0,0,0,171,19,19,89.0,1.68,2015.0,0,0,66.0
3.0,43.78546,11.26371,6,1.0,2.0,150.0,60.0,1,10.0,12,40,70,336,125,11,93.0,2.38,2015.0,0,0,92.0
1.0,43.77343,11.25974,3,1.0,1.0,0.0,28.0,2,25.0,4,8,33,236,272,55,99.0,5.17,2012.0,0,0,81.0
4.0,43.77743,11.25757,3,1.0,0.0,0.0,0.0,2,25.0,19,47,77,342,22,1,100.0,0.55,2012.0,0,0,86.0
8.0,43.78387,11.25405,2,0.5,1.0,0.0,20.0,1,0.0,0,2,22,280,40,9,88.0,0.76,2011.0,0,1,40.0
3.0,43.77007,11.26553,2,1.0,1.0,100.0,40.0,2,20.0,1,24,54,329,43,12,95.0,0.81,2015.0,0,0,65.0
6.0,43.76893,11.24751,5,2.0,3.0,200.0,50.0,1,0.0,20,50,78,86,69,13,93.0,1.32,2015.0,0,0,110.0
81.0,43.7687,11.25632,6,2.0,2.0,100.0,80.0,1,0.0,9,36,57,59,165,49,93.0,3.39,2011.0,0,0,142.0
2.0,43.78128,11.23604,2,1.0,1.0,100.0,0.0,1,0.0,0,0,0,113,76,15,96.0,1.44,2013.0,0,1,53.0
1.0,43.76636,11.24775,2,1.0,1.0,500.0,15.0,1,0.0,10,38,68,158,267,74,91.0,5.12,2015.0,0,0,50.0
11.0,43.76538,11.24433,3,1.0,1.0,0.0,35.0,2,10.0,0,0,0,0,116,27,97.0,2.36,2014.0,0,0,60.0
3.0,43.7709,11.26512,4,1.0,2.0,200.0,40.0,2,10.0,17,41,71,316,45,4,92.0,0.85,2015.0,0,0,90.0
1.0,43.77762,11.25205,4,1.0,2.0,150.0,25.0,2,0.0,1,1,1,261,99,38,96.0,2.38,2015.0,0,0,85.0
1.0,43.77264,11.26355,3,2.0,1.0,300.0,35.0,2,15.0,7,37,67,329,155,25,99.0,2.95,2014.0,0,0,89.0
1.0,43.77326,11.27289,2,1.0,1.0,0.0,30.0,1,0.0,20,50,80,355,41,3,85.0,0.79,2015.0,0,1,45.0
1.0,43.78369,11.16206,6,1.0,2.0,300.0,0.0,2,20.0,21,51,81,81,70,16,97.0,1.7,2015.0,0,0,45.0
1.0,43.76991,11.28251,2,1.0,1.0,0.0,35.0,1,10.0,22,52,82,357,22,1,94.0,0.42,2014.0,0,1,38.0
43.0,43.7707,11.26177,5,2.0,2.0,0.0,55.0,2,0.0,10,37,67,329,103,30,94.0,1.97,2012.0,0,0,120.0
3.0,43.77276,11.26688,4,1.0,1.0,100.0,51.0,2,10.0,0,0,0,0,117,30,98.0,2.27,2014.0,0,0,102.0
49.0,43.77618,11.25283,3,1.0,1.0,0.0,35.0,2,20.0,4,14,36,288,81,17,94.0,1.55,2011.0,0,0,99.0
1.0,43.78378,11.23477,2,1.0,1.0,0.0,35.0,1,15.0,9,33,63,338,63,25,96.0,1.21,2015.0,0,1,39.0
2.0,43.78077,11.25732,6,1.0,2.0,0.0,35.0,2,20.0,1,17,47,319,49,20,96.0,1.0,2015.0,0,0,85.0
5.0,43.77117,11.26752,2,1.0,1.0,100.0,35.0,2,0.0,28,53,83,358,35,2,81.0,0.67,2015.0,0,0,70.0
3.0,43.76597,11.24918,4,2.0,1.0,0.0,22.0,3,20.0,2,2,2,268,123,23,82.0,2.36,2015.0,0,1,49.0
1.0,43.77447,11.2464,4,2.0,1.0,200.0,0.0,2,15.0,4,28,29,295,58,22,97.0,1.12,2015.0,0,0,70.0
4.0,43.76017,11.28246,7,2.0,2.0,0.0,30.0,4,30.0,4,34,61,130,12,2,97.0,0.24,2015.0,0,0,75.0
4.0,43.74203,11.23758,4,2.0,3.0,200.0,50.0,3,30.0,17,17,17,17,1,1,100.0,0.3,2015.0,0,0,120.0
43.0,43.76829,11.26273,4,1.0,0.0,0.0,33.0,4,0.0,10,40,70,339,156,25,91.0,2.97,2012.0,0,0,65.0
2.0,43.77248,11.24837,3,1.0,1.0,0.0,30.0,2,20.0,8,30,55,216,266,56,97.0,5.09,2015.0,0,0,87.0
1.0,43.77323,11.26634,2,1.0,0.0,0.0,10.0,1,0.0,4,23,53,88,245,67,94.0,4.7,2015.0,0,0,45.0
1.0,43.7938,11.16394,4,1.0,2.0,100.0,20.0,1,15.0,1,1,1,146,83,10,94.0,1.65,2015.0,0,0,45.0
31.0,43.76555,11.24704,4,1.0,1.0,100.0,41.0,2,20.0,5,12,12,27,88,12,94.0,1.69,2014.0,0,0,81.0
4.0,43.7759,11.25288,2,1.0,1.0,0.0,20.0,2,30.0,8,24,49,287,153,44,96.0,3.1,2015.0,0,1,47.0
4.0,43.77494,11.25195,2,1.0,1.0,0.0,20.0,2,30.0,6,32,62,329,183,34,93.0,3.48,2015.0,0,1,50.0
1.0,43.76531,11.24449,2,1.0,1.0,0.0,25.0,2,0.0,10,19,41,128,164,16,98.0,3.16,2015.0,0,0,60.0
3.0,43.76656,11.25222,4,1.5,2.0,0.0,19.0,2,10.0,9,39,69,75,49,27,97.0,0.94,2015.0,0,0,94.0
4.0,43.77686,11.2542,3,1.0,0.0,0.0,40.0,2,10.0,0,0,0,0,118,6,95.0,2.26,2014.0,0,0,65.0
3.0,43.77991,11.27983,4,1.0,1.0,0.0,15.0,2,20.0,13,37,45,45,270,36,96.0,5.2,2013.0,0,0,73.0
17.0,43.77441,11.25407,4,1.0,1.0,300.0,60.0,1,0.0,17,47,77,346,2,1,90.0,0.13,2010.0,0,0,240.0
1.0,43.76515,11.24535,2,1.0,1.0,0.0,0.0,1,0.0,11,41,71,162,5,4,100.0,0.32,2013.0,0,0,90.0
32.0,43.77717,11.25832,6,1.0,2.0,200.0,30.0,2,15.0,0,0,8,283,208,6,91.0,4.01,2014.0,0,0,42.0
32.0,43.7726,11.25417,7,1.0,2.0,200.0,30.0,2,15.0,7,34,60,317,208,25,93.0,4.17,2014.0,0,0,99.0
16.0,43.7833,11.24298,6,1.0,2.0,150.0,18.0,4,20.0,15,41,63,143,106,32,92.0,2.45,2013.0,0,0,76.0
1.0,43.77114,11.24991,2,1.0,1.0,0.0,10.0,1,0.0,0,18,48,323,33,0,92.0,0.63,2014.0,0,1,50.0
3.0,43.77373,11.25046,4,1.0,1.0,200.0,40.0,2,10.0,11,41,71,330,106,20,97.0,2.04,2011.0,0,0,100.0
21.0,43.77395,11.25668,3,1.0,1.0,100.0,35.0,2,10.0,1,1,1,85,52,3,93.0,0.99,2012.0,0,0,90.0
21.0,43.77385,11.2559,3,1.0,1.0,100.0,50.0,2,8.0,12,42,72,335,112,23,95.0,2.14,2012.0,0,0,90.0
21.0,43.76511,11.24969,4,1.0,1.0,100.0,40.0,2,10.0,0,0,1,265,105,18,95.0,2.04,2012.0,0,0,85.0
1.0,43.76809,11.2424,4,1.0,1.0,0.0,40.0,1,0.0,3,22,50,215,240,57,98.0,4.79,2015.0,0,0,45.0
1.0,43.76978,11.25844,2,1.0,1.0,0.0,35.0,1,0.0,5,15,29,247,233,50,98.0,4.5,2014.0,0,0,60.0
31.0,43.76409,11.25757,4,1.0,1.0,100.0,41.0,2,25.0,5,5,5,5,99,24,96.0,1.92,2014.0,0,0,89.0
31.0,43.76871,11.26023,4,1.0,1.0,100.0,36.0,2,20.0,5,12,12,13,129,34,96.0,2.48,2014.0,0,0,83.0
3.0,43.78215,11.24221,3,1.0,1.0,0.0,15.0,1,0.0,19,47,77,352,3,0,93.0,0.06,2015.0,0,0,95.0
3.0,43.77491,11.25956,3,1.0,1.0,150.0,35.0,2,20.0,1,6,30,261,208,40,98.0,4.07,2015.0,0,0,96.0
2.0,43.77935,11.27079,4,2.0,2.0,0.0,20.0,2,20.0,30,60,90,365,25,1,99.0,0.48,2014.0,0,0,100.0
1.0,43.77807,11.25584,5,2.5,2.0,300.0,50.0,4,20.0,20,47,77,348,104,26,95.0,2.12,2014.0,0,0,120.0
1.0,43.77726,11.25038,8,2.0,3.0,0.0,50.0,4,0.0,4,25,48,125,308,84,96.0,5.93,2011.0,0,0,144.0
3.0,43.74338,11.23605,2,1.0,0.0,100.0,15.0,1,0.0,3,30,60,333,176,45,98.0,3.38,2015.0,0,0,55.0
3.0,43.79515,11.21234,2,1.0,1.0,0.0,35.0,1,13.0,10,23,44,134,110,24,96.0,2.66,2015.0,0,1,26.0
1.0,43.77729,11.26346,2,1.0,1.0,0.0,15.0,1,11.0,2,2,32,307,1,0,40.0,0.06,2013.0,0,1,38.0
9.0,43.73267,11.20952,4,1.0,1.0,250.0,60.0,1,0.0,1,22,52,327,16,0,100.0,0.32,2013.0,0,0,300.0
3.0,43.76329000000001,11.28876,2,1.0,1.0,0.0,7.0,1,0.0,0,20,21,269,70,14,96.0,1.36,2014.0,0,1,35.0
1.0,43.77719,11.25708,4,2.0,2.0,200.0,30.0,2,20.0,19,49,76,341,128,27,98.0,2.46,2015.0,0,0,113.0
31.0,43.77289,11.25603,3,1.0,1.0,100.0,41.0,2,20.0,4,11,11,26,130,31,94.0,2.56,2014.0,0,0,83.0
1.0,43.77276,11.25015,7,1.0,2.0,300.0,45.0,3,20.0,0,0,0,7,78,12,94.0,1.6,2013.0,0,0,98.0
8.0,43.76844000000001,11.25724,8,3.0,4.0,330.0,80.0,6,25.0,5,28,58,200,17,1,88.0,0.34,2013.0,0,0,300.0
2.0,43.77157,11.24606,4,1.0,2.0,0.0,45.0,1,0.0,28,58,88,363,13,0,89.0,0.25,2015.0,0,0,99.0
1.0,43.77196,11.26022,4,1.0,1.0,100.0,40.0,1,0.0,1,25,55,281,4,1,100.0,0.15,2015.0,0,0,100.0
